name,link,imageURL,ingredients,time,portion,viewNumber,reviewNumber
#[면역력]아이밥 참치계란밥,https://www.10000recipe.com/recipe/6922045,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/11/658dae7a4e38765322cb8d4cca3e68ae1_m.jpg,"쌀밥, 참치캔, 달걀, 소금, 캐찹",20,2,67000,72
들깨가루 무청시래기나물 ,https://www.10000recipe.com/recipe/6973706,https://recipe1.ezmember.co.kr/cache/recipe/2022/01/29/ada84a01593d70c385419632f7e553da1_m.jpg,"삶은, 다진, 다진, 홍고추, 국간장, 진간장, 들기름, 들깨가루, 멸치육수, 식용유",60,3,8390,5
닭안심냉채,https://www.10000recipe.com/recipe/6955759,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/09b55dbc418dbf867d6ad72493688b001_m.jpg,"닭안심, 양파, 당근, 파프리카빨강, 파프리카노랑, 오이, 간장, 연겨자, 2배식초, 레몬즙, 마늘, 설탕, 매실청, 소금",30,4,5127,2
두부닭가슴살유부초밥,https://www.10000recipe.com/recipe/6903698,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/06/8a350cc766ba99e365f53856293f97801_m.jpg,"닭가슴살, 두부, 유부
2~3인용, 소금, 후추",30,2,93000,51
무한도전 정준하또띠아 정또띠 만들기,https://www.10000recipe.com/recipe/6832421,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/549d51f39b560872b14134f90a1854d51_m.jpg,"또띠아, 버터, 달걀, 양파, 슬라이스치즈, 설탕",15,1,127000,63
촉촉한 닭가슴살완자 만들기,https://www.10000recipe.com/recipe/6835918,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/10/8a70652234bfab22831076ca9d8742b31_m.jpg,"닭가슴살, 양파, 당근, 파, 계란, 밀가루, 소금, 후추, 다진마늘",30,3,42000,26
닭가슴살냉채 겨자소스넣어 시원하게 먹어요,https://www.10000recipe.com/recipe/6962360,https://recipe1.ezmember.co.kr/cache/recipe/2021/07/27/538a11175c957b9cbc100676e52a5d271_m.jpg,"닭가슴살, 빨강파프리카, 노랑파프리카, 양파, 오이, 맛살, 연겨자, 간장, 꿀, 다진마늘, 식초, 물",20,2,68000,28
(집에서 즐기는 술안주) 골뱅이볶음 / 골뱅이마늘볶음 - 골뱅이 요리,https://www.10000recipe.com/recipe/6897328,https://recipe1.ezmember.co.kr/cache/recipe/2018/10/07/4cc5d8fad527e148e52cd25d01afbdcb1_m.jpg,"통조림, 통마늘, 양파, 청양고추, 진간장, 다진, 맛술, 설탕, 올리고당, 통깨",60,2,153000,113
베이컨 양파덮밥,https://www.10000recipe.com/recipe/6903739,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/05/9558f0331c87dce2e039100fdcf3c9611_m.jpg,"밥, 베이컨, 양파, 쪽파, 계란, 식용유, 들기름, 깨소금, 간장, 올리고당, 맛술, 굴소스, 물",15,1,53000,75
감자어묵국 보들보들하게 즐기는 간단국요리,https://www.10000recipe.com/recipe/6914749,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/27/04d53874c0c0f2837e15c9e7e79ac1141_m.jpg,"감자, 양파, 어묵, 대파, 멸치육수, 국간장, 다진마늘, 고춧가루, 소금, 후추",30,4,338000,224
오이 속에 닭가슴살이 ? 오이치킨보트 ★,https://www.10000recipe.com/recipe/6915356,https://recipe1.ezmember.co.kr/img/icon_vod.png,"오이, 닭가슴살, 빨강파프리카, 노랑파프리카, 파슬리가루, 마요네즈, 레몬즙, 소금, 후추",15,2,19000,14
완전쉬운 양념치킨 소스만들기+치킨너겟,https://www.10000recipe.com/recipe/6865791,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/a77d9a905729fcf9d7a48c7a8e5d5c141_m.jpg,"치킨너겟, 물엿
올리고당, 케첩, 고추장, 간장, 다진마늘, 고춧가루, 설탕, 물",15,2,410000,416
쫄깃한 매콤 어묵덮밥,https://www.10000recipe.com/recipe/6685679,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/16/de8df465f3001a3f7b27b9404bad529d1_m.jpg,"어묵, 양파, 계란, 통깨, 물, 고추장, 고추가루, 간장, 올리고당, 참기름, 맛술, 다진마늘",30,1,69000,85
"두부강정 ,두부반찬, 아이반찬 ",https://www.10000recipe.com/recipe/6881447,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/27/18a87ab5ee7e4e1c6db949af8905e4451_m.jpg,"두부, 부침가루(밀가루), 진간장, 다진마늘, 올리고당, 물",10,2,191000,133
바삭바삭 당근 애호박채전 만드는 법,https://www.10000recipe.com/recipe/6987130,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/08/287091d9e5b191a9335d0411dac944be1_m.jpg,"애호박, 당근, 청양고추, 홍고추, 천일염, 부침가루, 식용유, 간장, 양조식초, 고춧가루",30,1,10000,2
일본 두부튀김 아게다시도후 홈파티음식,https://www.10000recipe.com/recipe/6883479,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/06/5f6c172bfcf59ae08e1cce6b8ed6068a1_m.jpg,"두부, 전분가루, 가쓰오부시, 쪽파, 쯔유(일본간장), 올리고당",30,3,65000,22
수미네 반찬 :: 전주식 콩나물탕 / 해장하기 좋은 시원한 맛,https://www.10000recipe.com/recipe/6896204,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/20/faa7dcefbda5a5f196ba892367635f931_m.jpg,"콩나물, 다진마늘, 청양고추, 계란, 대파, 새우젓, 참깨, 고춧가루, 다시물",60,1,222000,120
닭가슴살계란덮밥 반찬없이도 맛있는 한그릇메뉴!,https://www.10000recipe.com/recipe/6835493,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/03/d4ba5a817816688e34e4e5a4d6e3e38c1_m.jpg,"닭가슴살, 계란, 양파, 버섯, 당근, 대파
냉장고, 간장, 설탕, 물, 참기름, 다진마늘, 후추",30,2,39000,48
예쁜 오징어요리 오징어 쪽파강회,https://www.10000recipe.com/recipe/6878619,https://recipe1.ezmember.co.kr/cache/recipe/2017/10/26/9bf4829c60f30e3fc0b8144d5c9b05d11_m.jpg,"오징어(小), 쪽파, 소금, 초장, 빨간, 노란",30,2,121000,65
[아이반찬] 달콤 짧짤 바삭 부드러운 두부강정,https://www.10000recipe.com/recipe/6922857,https://recipe1.ezmember.co.kr/img/icon_vod.png,"두부, 전분가루, 식용유, 간장, 물엿, 케첩, 다진마늘, 물, 참기름",20,2,60000,36
아삭한 식감이 매력적인 단짠 반찬 마늘종 볶음,https://www.10000recipe.com/recipe/6946032,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/4fd5af46a14810c45f8a0d69b9c957d21_m.png,"마늘쫑, 대파, 양파, 다진마늘, 식용유, 통깨, 참기름, 진간장, 올리고당",10,2,36000,8
두부오꼬노미야끼,https://www.10000recipe.com/recipe/3976406,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/aaa32a881e54289e0800a156002448b8_m.jpg,"두부, 달걀, 양파, 양배추잎, 감자전분, 소금, 후추",30,2,93000,58
초간단 한그릇요리- 고소한 땅콩버터 볶음우동 만들기,https://www.10000recipe.com/recipe/6990248,https://recipe1.ezmember.co.kr/cache/recipe/2022/10/23/1e083939ee7442c3eb16684e02bef5c01_m.jpg,"우동면, 간장, 굴소스, 땅콩버터, 설탕, 볶은, 다진, 고춧가루, 면수
또는, 식물성, 대파",10,1,6324,5
[얌무진 레시피] 동글동글~ 맛있는 참치 마요볼 만들기,https://www.10000recipe.com/recipe/6886287,https://recipe1.ezmember.co.kr/img/icon_vod.png,"참치캔, 양파, 마요네즈, 튀김가루",15,2,25000,12
[오리고기 묵은지 말이]/오리고기를 넣어 묵은지 말이를 해 보았어요! 이렇게 만들어 먹으면 얼~마나 맛있게요!!,https://www.10000recipe.com/recipe/6963453,https://recipe1.ezmember.co.kr/cache/recipe/2021/08/17/2811b5801630d92455a570f634ff25381_m.jpg,"훈제, 신김치, 노란, 빨간, 양파, 깻잎, 소금, 참기름, 깨소금, 공기밥",30,4,13000,8
겨자 한 스푼으로 느끼함 잡아주는 오이맛살마요무침~,https://www.10000recipe.com/recipe/6868911,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/16e0cf6b33c5bf65dc14c95e7b2c63cf1_m.jpg,"오이, 맛살, 굵은소금, 설탕, 식초, 연겨자, 마요네즈, 검은깨",15,2,226000,161
엥 이거 완전 꿀조합 아니냐.. 오레오 치즈케이크 만들기!,https://www.10000recipe.com/recipe/6873390,https://recipe1.ezmember.co.kr/img/icon_vod.png,"오레오, 크림치즈, 설탕, 달걀, 우유",5,6,38000,41
10분이면 뚝딱! 밥보다 면이지~ 간장계란면:D,https://www.10000recipe.com/recipe/6904806,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/19/68bd1946c8b68ed0829b040068e5ccf71_m.jpg,"소면
100원동전, 달걀, 간장, 올리고당, 매실액, 식초, 참기름, 고춧가루, 후추",10,1,41000,49
【느끼함제로】꿀조합으로 참치 스테이크 만들기~,https://www.10000recipe.com/recipe/6882843,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/25/47d3dcc680c978b498b7f4e5cf5c5ad61_m.jpg,"참치캔
200g, 양파, 파프리카, 깻잎, 후추, 계란, 부침가루",30,2,35000,15
바삭바삭 만들기도 쉽고 맛있는 간식 만두피 치즈스틱 만들기,https://www.10000recipe.com/recipe/6904302,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/14/2690cb44dbc2b77e088f5371c7aede831_m.jpg,"만두피, 피자치즈, 계란, 빵가루, 식용유",15,2,33000,24
간단한 도시락반찬,https://www.10000recipe.com/recipe/6889560,https://recipe1.ezmember.co.kr/cache/recipe/2018/05/25/7af3a10c0f77d79ca0f1abfa957d34ce1_m.jpg,"맛살, 달걀, 다진당근, 다진, 소금, 식용유",30,1,100000,68
[간단 자취요리] 달달짭짤~ 부타동 만들기,https://www.10000recipe.com/recipe/6857141,https://recipe1.ezmember.co.kr/img/icon_vod.png,"돼지고기, 계란, 대파, 간장, 맛술, 설탕, 물",30,1,64000,38
매콤함이 파바박 집밥백선생♥꽈리고추삼겹살볶음,https://www.10000recipe.com/recipe/6885922,https://recipe1.ezmember.co.kr/img/icon_vod.png,"삼겹살, 꽈리고추, 청양고추, 대파, 설탕, 물, 다진마늘, 간장",30,2,56000,43
맛보장! < 고추장황태채볶음 >,https://www.10000recipe.com/recipe/6916487,https://recipe1.ezmember.co.kr/img/icon_vod.png,"황태, 고추장, 고추가루, 설탕, 다진마늘, 매실액, 술, 간장, 올리고당, 마요네즈, 깨",10,3,127000,134
"고등학생 도시락, 스팸무스비, 나들이 도시락으로 추천",https://www.10000recipe.com/recipe/6977898,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/14/763360b5139b0d76b78d5bfe0cddb61e1_m.jpg,"계란, 스팸, 김밥김, 공기밥, 간장, 맛술, 설탕, 참기름, 소금, 통깨",30,1,5310,1
쫄깃한 떡에 베이컨을 말아줘~! (제발) 에어프라이어 베떡베떡 ★ ,https://www.10000recipe.com/recipe/6918734,https://recipe1.ezmember.co.kr/img/icon_vod.png,"떡볶이떡, 베이컨, 고추장, 올리고당, 다진, 케첩, 간장, 물",20,2,16000,5
데리야키 닭고기 구이,https://www.10000recipe.com/recipe/6882107,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/10/9ca4efb27a0f690a3f84413542aba07c1_m.jpg,"정육된, 대파, 식용유, 녹말가루, 미림, 간장, 설탕, 생강",30,3,174000,99
부타동 만큼이나 맛있는 초간단 베이컨덮밥 ,https://www.10000recipe.com/recipe/6933624,https://recipe1.ezmember.co.kr/img/icon_vod.png,"베이컨, 밥, 양파, 계란, 설탕, 간장, 맛술, 굴소스, 다진마늘",15,1,21000,27
초코맛! 베이비 슈(홈런볼) 만들기,https://www.10000recipe.com/recipe/6891247,https://recipe1.ezmember.co.kr/img/icon_vod.png,"무염버터, 설탕, 소금, 차가운, 박력분, 달걀(M), 생크림, 다크",120,6,24000,14
♥[신혼밥상] 닭가슴살 그라탕 한그릇,https://www.10000recipe.com/recipe/6934433,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/16/486aecbde8816ccb58bc2334b69196961_m.jpg,"쌀밥, 닭가슴살, 양파, 대파, 다진마늘, 모짜렐라치즈, 체다슬라이스치즈, 토마토스파게티소스",20,1,27000,5
톡!쏘는맛이 중독적인 닭냉채 만드는법,https://www.10000recipe.com/recipe/6909125,https://recipe1.ezmember.co.kr/cache/recipe/2019/03/25/6d24acd991f314c6ebf7bb4865eabf231_m.jpg,"닭가슴살, 파프리카, 오이, 굵은소금, 땅콩분태, 양파, 설탕, 식초, 간장, 연겨자, 다진마늘",15,3,66000,16
두부덮밥으로 한그릇 다이어트 어떠세요??,https://www.10000recipe.com/recipe/6903405,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/03/47ad5a39da2f9fb6b3f2682660c489e91_m.jpg,"두부, 닭가슴살, 새우가루, 대파, 당근, 액젓, 식용유",20,2,39000,16
맥주 안주 끝판왕. 대존맛 스팸 맛탕 만들기,https://www.10000recipe.com/recipe/6887619,https://recipe1.ezmember.co.kr/img/icon_vod.png,"스팸(마일드), 물, 올리고당, 설탕",5,1,78000,64
가지볶음보다 맛있는 가지 스테이크 맛보면 멈출 수 없어요.,https://www.10000recipe.com/recipe/6963110,https://recipe1.ezmember.co.kr/img/icon_vod.png,"가지, 간장, 설탕, 식초, 다진, 버터",20,1,377000,320
<노오븐> 톡톡 깨먹는 재미 달달한 크림브륄레 만들기!!!,https://www.10000recipe.com/recipe/6890181,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/04/4d5b9a92d015e94714efcd31b3ea153e1_m.jpg,"바나나우유
또는, 계란노른자, 설탕A, 설탕B, 옥수수전분, 소금",30,3,51000,35
[간단 자취요리] 콘꼬노미야끼 만들기,https://www.10000recipe.com/recipe/6872282,https://recipe1.ezmember.co.kr/img/icon_vod.png,"참치
작은것, 스위트콘, 양파
작은것",15,1,43000,20
"아삭함이 살아있는 반찬! 양배추 무침, 겉절이 만들기",https://www.10000recipe.com/recipe/6984535,https://recipe1.ezmember.co.kr/cache/recipe/2022/07/31/0a3cf69214c365f5f80af5eee174c09f1_m.jpg,"양배추, 고춧가루, 설탕, 액젓, 다진마늘, 식초, 소금, 참기름, 깨소금",15,2,7689,2
"[다이어트] 저탄고지 고단백 영양식, 새우 브로콜리 볶음",https://www.10000recipe.com/recipe/6921400,https://recipe1.ezmember.co.kr/cache/recipe/2019/10/30/9910976e24f1b55eebe06c2e790f66801_m.jpg,"새우, 브로콜리
1송이, 홍피망, 통마늘, 올리브오일/아보카도오일, 소금, 후추",30,4,42000,13
백종원 맑은 오징어무국 끓이기,https://www.10000recipe.com/recipe/6995719,https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/12aef22971b7255b8a286de2c1640bce1_m.jpg,"손질, 무, 대파, 청양고추, 다진, 국간장, 액젓, 들기름, 물",30,2,12000,4
구워먹는 두부요리 에어프라이어요리,https://www.10000recipe.com/recipe/6958074,https://recipe1.ezmember.co.kr/cache/recipe/2021/05/09/5c094213de089bcc1f1574ec7d3b007b1_m.jpg,"두부, 청양고추, 소금, 후추, 올리브유, 고운고춧가루, 다진, 맛간장, 설탕, 물, 들기름, 깨소금, 후추",30,2,72000,48
다이어트음식 닭가슴살 토마토 계란볶음 저탄고지식단,https://www.10000recipe.com/recipe/6962887,https://recipe1.ezmember.co.kr/cache/recipe/2021/08/06/78224d6d4bed15d43a89a3129ab0c88b1_m.jpg,"토마토, 계란, 허브솔트, 닭가슴살, 청양고추, 마늘, 기",15,1,19000,9
양송이 치즈구이,https://www.10000recipe.com/recipe/6835653,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/05/6bf3d7bef8b12fbfc7972cb4a8cebcfc1_m.jpg,"양파, 노랑파프리카, 주황파프리카, 양송이, 토마토스파게티소스, 모짜렐라치즈, 파슬리가루, 올리브오일",30,2,79000,21
감자구이 오믈렛,https://www.10000recipe.com/recipe/3874774,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/f3945edba6389b7ea52c388a9ed5d6a8_m.jpg,"감자(소), 달걀, 양파, 모짜렐라치즈, 슬라이스치즈, 소금, 후추",15,2,132000,83
노오븐 홈메이드 간식 '생딸기오믈렛'초간단 레시피,https://www.10000recipe.com/recipe/6904722,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/18/a9e6e8260a10232364aecfd35f560c561_m.jpg,"핫케이크가루, 달걀, 우유, 딸기, 생크림, 슈가파우더",15,2,41000,16
다른반찬이 필요없는 두부짜글이로 밥한공기 뚝딱!,https://www.10000recipe.com/recipe/6910367,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/12/db0fb535f6298cd76ded5a502874343a1_m.jpg,"두부, 양파, 청양고추, 대파, 고춧가루, 고추장, 간장, 설탕, 다진마늘",30,3,445000,359
호박참치볶음(담백하니 아기도 좋아해요~),https://www.10000recipe.com/recipe/6905452,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/28/56cff2dd792d479eac39a1ab7ba9b9771_m.jpg,"애호박, 양파, 마늘, 참치
작은거, 굴소스, 소금",30,3,103000,99
다이어트식: 아스파라거스 소고기 말이,https://www.10000recipe.com/recipe/6932754,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/16/8983f0b2f7ffdffa306e0ead803c2b3f1_m.jpg,"아스파라거스, 소고기, 소금, 후춧가루, 버터, 발사믹식초, 꿀, 레드와인",30,2,18000,7
"베이컨 떡꼬치구이 만드는 법, 아이 간식",https://www.10000recipe.com/recipe/6902807,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/25/1fbef45b6867fb55d0ee0bb8db77716f1_m.jpg,"가래떡, 베이컨, 머스터드소스, 케첩",15,2,13000,8
감자스프 생크림없이도 맛있게 만들기,https://www.10000recipe.com/recipe/6974023,https://recipe1.ezmember.co.kr/img/icon_vod.png,"감자, 양파, 버터, 우유, 다진마늘, 소금, 후추, 식용유, 식빵",60,1,22000,17
고소한 두부쌈장으로 양배추쌈 싸먹기,https://www.10000recipe.com/recipe/6831912,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/13/cedc24e587f8c8ce164e68993d8913cc1_m.jpg,"애호박, 양파, 두부, 된장, 고추장, 쌈장, 들기름",30,4,340000,220
♥[신혼밥상] 여름철 별미 숙주냉채,https://www.10000recipe.com/recipe/6934142,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/10/4b36f43bc09623354eab45c22e6bd1961_m.jpg,"숙주, 오이, 크래미
또는, 칵테일새우, 후춧가루, 연겨자, 설탕, 소금, 다진마늘, 올리고당, 레몬즙
or식초",20,2,42000,7
버섯찌개 - 숙주버섯찌개 ,https://www.10000recipe.com/recipe/6854147,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/06/33f5c47032af8ce9168b592e2b67f0581_m.jpg,"느타리버섯, 숙주나물, 식용유, 다진마늘, 고춧가루, 국간장, 멸치다시마육수, 소금, 후춧가루",60,4,231000,136
가지 맛있게 먹는 방법! 초대박 가지요리 레시피 가지탕수,https://www.10000recipe.com/recipe/6896720,https://recipe1.ezmember.co.kr/img/icon_vod.png,"가지, 튀김가루, 다진양파, 다진마늘, 물, 케찹, 물엿, 굴소스, 식초, 설탕",60,1,121000,102
정말 맛있는 우삼겹 덮밥 규동 레시피! 간단한 한끼로 딱입니다.,https://www.10000recipe.com/recipe/6966065,https://recipe1.ezmember.co.kr/img/icon_vod.png,"우삼겹, 양파, 설탕, 맛술, 올리고당, 간장, 다진마늘",20,1,144000,147
밍글 최애 반찬♥슈렉 색깔 시금치 커리 만들기♥,https://www.10000recipe.com/recipe/6932862,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/11507d18b19cb3a4b1ec9dda2e662da61_m.jpg,"시금치, 닭가슴살, 다진마늘, 카레가루, 휘핑크림
or, 소금, 식용유",20,4,22000,27
명란두부찌개 ~ 간단하고 국물의 시원함이 끝내줍니다 ,https://www.10000recipe.com/recipe/6935659,https://recipe1.ezmember.co.kr/cache/recipe/2020/07/03/a13eb720de006df8bc1097fbd99fe1a61_m.jpg,"명란젓, 두부, 대파, 홍고추, 청양고추, 양파, 호박, 멸치다시마육수, 소금, 소주",30,3,127000,138
"채쳐서 바로 무치는 초스피드 밑반찬, 상큼한 양배추 생채",https://www.10000recipe.com/recipe/6882531,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/19/5ec82459559164485157cb0e098618551_m.jpg,"양배추, 간마늘, 식초, 매실청, 꿀/물엿, 멸치액젓, 국간장(조선간장), 고추가루, 다진파, 깨소금
볶은통깨간것",10,6,82000,53
"브로콜리들깨볶음, 기분 좋은 고소한 맛",https://www.10000recipe.com/recipe/6886525,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/25/284b43b3fcf3b8d5d6ddb7952f1240a91_m.jpg,"브로콜리, 양파, 들깨가루, 다시마물, 들기름, 다진, 액젓",30,3,97000,90
하트맛살전 사랑스러운 집들이 음식,https://www.10000recipe.com/recipe/6934182,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/13/1ede23eb23b0c4d9f8673f836fce64841_m.jpg,"맛살, 계란, 당근, 양파, 대파, 소금, 올리브유, 케첩",30,2,42000,13
【맛있는 다이어트】초간단으로 닭가슴살 냉채 만들기~♥,https://www.10000recipe.com/recipe/6882634,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/21/92332ad10977a71a63e4f5346c8e92bd1_m.jpg,"닭가슴살, 양파, 오이, 당근, 빨간, 노란, 초록, 겨자, 양조간장, 식초, 설탕, 매실액, 다진마늘",15,3,119000,46
상추비빔밥 참치쌈장에 비벼 먹으면 꿀맛!,https://www.10000recipe.com/recipe/6910254,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/06/f790edb9ffef5e49f4b3e573116a4ee61_m.jpg,"참치캔, 고추장, 간장, 물엿, 토마토케첩, 참기름, 후추, 밥, 상추, 달걀, 참치쌈장",10,1,111000,112
미숫가루 컵케익,https://www.10000recipe.com/recipe/4007541,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/02/12961bd6b2ffb5edc38203d50e7ccdac_m.jpg,"미숫가루, 계란, 설탕, 우유, 녹인버터, 호두, 아몬드",60,6,26000,24
유린기♡중국 닭가슴살 튀김요리가 맛있다해^^,https://www.10000recipe.com/recipe/6899911,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/10/d0881f710b5d7f5c2ce3343b654ce7a01_m.jpg,"닭가슴살, 우리, 달걀, 빵가루, 포도씨유, 양상추(소), 대파, 무순, 간장, 식초, 설탕, 다진마늘, 다진양파(중), 청고추, 홍고추",60,4,254000,237
다이어트 두부쌈장,https://www.10000recipe.com/recipe/6830560,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/a042cf9695dd375fe86b3bd931fcb05b1_m.jpg,"두부, 청양고추, 양파, 다진마늘, 된장, 고추장, 들기름
또는, 물
재료",15,1,117000,59
삼색덮밥,https://www.10000recipe.com/recipe/6911447,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/01/50e027fee421e0d728294e9988e807561_m.jpg,"밥, 스팸, 달걀, 신, 김치, 올리고, 식용유, 참기름",60,2,9284,5
♥[신혼밥상] 삼겹살 차슈덮밥,https://www.10000recipe.com/recipe/6920400,https://recipe1.ezmember.co.kr/img/icon_vod.png,"삼겹살, 공기밥, 대파, 양파, 통마늘, 후추, 간장, 설탕, 맛술, 물, 굴소스",20,2,56000,58
맛보장~ 간장진미채~정~~말 간단한 재료와레시피~^^,https://www.10000recipe.com/recipe/6923736,https://recipe1.ezmember.co.kr/cache/recipe/2019/12/18/84a981b985cc534783a44ec49f1dbb5e1_m.jpg,"진미채, 마요네즈, 간장, 올리고당, 통깨",10,3,51000,50
담백한 두부스테이크 만들기!고기없이도 맛있는 다이어트 요리,https://www.10000recipe.com/recipe/6894890,https://recipe1.ezmember.co.kr/img/icon_vod.png,"두부, 계란, 팽이버섯, 양파, 당근, 대파, 전분, 소금, 후추, 돈까스",30,2,272000,202
애호박구이 간장조림,https://www.10000recipe.com/recipe/6984673,https://recipe1.ezmember.co.kr/cache/recipe/2022/08/02/7c29e868471f998b60d66b29f28838561_m.jpg,"애호박, 간장, 다진, 대파, 물, 들기름, 통깨",30,2,12000,4
♥[신혼간식] 상큼 유자마들렌,https://www.10000recipe.com/recipe/6955087,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/12/a91e00084067dd16fff3d971f09b6a0f1_m.jpg,"박력분, 버터, 설탕, 달걀, 우유, 유자청, 베이킹파우더",30,3,12000,12
매콤달콤 깐풍만두 만들기- 식상한 만두요리는 가라!,https://www.10000recipe.com/recipe/6865281,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/14/574379a2f67c1e420750953a13f5964c1_m.jpg,"냉동만두, 파프리카, 양파, 파, 청양고추, 다진마늘, 굴소스, 간장, 올리고당, 식초, 후추, 참기름, 깨",30,1,39000,30
영화속요리 2탄 줄리앤줄리아 토마토부르스케타,https://www.10000recipe.com/recipe/6875326,https://recipe1.ezmember.co.kr/img/icon_vod.png,"바게트빵, 방울토마토, 파프리카, 다진양파, 파마산치즈가루
선택, 버터, 올리브오일, 발사믹식초, 다진마늘, 바질
파슬리, 올리고당",30,2,65000,54
배추어묵국 - 배추에서 나오는 시원한 국물 어묵국 끓이기,https://www.10000recipe.com/recipe/6864119,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/20/0aa5885a5eb796045cb6bb28d660a97c1_m.jpg,"배춧잎, 어묵, 대파, 멸치다마육수, 된장, 참치액, 고춧가루",30,2,107000,72
[아이반찬] 꼬들꼬들 식감이 좋은 맵지않은 오이무침,https://www.10000recipe.com/recipe/6923484,https://recipe1.ezmember.co.kr/img/icon_vod.png,"오이, 소금, 소금, 깨소금, 참기름, 오이, 소금, 소금, 식초, 설탕, 깨소금",20,3,356000,253
전자렌지 5분뚝딱 꿀맛간식 고구마에그슬럿 만들기,https://www.10000recipe.com/recipe/6922493,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/21/c09206b86e7877c4a2a6f80894b039091_m.jpg,"찐고구마, 슬라이스, 계란, 소금, 파슬리가루",5,1,71000,43
[간단 자취요리] 미친 매운맛! 빨간오뎅 집에서 만들어 먹기! / Spicy fish cakes,https://www.10000recipe.com/recipe/6860267,https://recipe1.ezmember.co.kr/img/icon_vod.png,"어묵, 물
약, 고추, 고추장, 간장, 설탕, 다진마늘",30,4,115000,72
티라미수 같은 미니 모카 케이크(+크림치즈) 만들기｜효썸,https://www.10000recipe.com/recipe/6921683,https://recipe1.ezmember.co.kr/img/icon_vod.png,"무염버터, 크림치즈, 설탕, 달걀, 인스턴트커피, 뜨거운, 박력분, 베이킹파우더, 크림치즈, 초코칩",60,4,40000,49
청경채두부볶음 만드는법 다이어트식으로 좋네.,https://www.10000recipe.com/recipe/6950383,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/04/3ff2d081b51ae761093de0aff4b497561_m.jpg,"두부, 청경채, 만가닥버섯, 다진마늘, 마른, 진간장, 올리고당, 올리브유, 참기름, 소금",15,4,21000,8
"[영국주방] 달지 않고 촉촉한 맛, 크림치즈 컵케이크(Creamcheese Cupcakes)",https://www.10000recipe.com/recipe/6895797,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/bdcef7ba362b7fc3d9d7e78f3c1b8b721_m.jpg,"박력분, 크림치즈
라이트도, 실온, 설탕, 베이킹파우더, 계란, 아몬드슬라이스
선택",60,6,56000,71
"[간단한 간식만들기]마늘버터떡볶이,길릭떡볶이,간장떡볶이 ",https://www.10000recipe.com/recipe/6861965,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/6bc4f94befd5bcad219c30336e2f3ac01_m.jpg,"밀떡, 통마늘, 버터, 식용유, 간장, 설탕",10,2,129000,83
